filenames,energy
00000.png,583.8345215724379
00001.png,590.639424732858
00002.png,576.3515642459806
00003.png,512.7997845638981
00004.png,634.2686222045853
00005.png,640.351447546825
00006.png,491.5647291436735
00007.png,826.4076944829019
00008.png,657.5991199950178
00009.png,648.8580776301882
00010.png,689.0307643219087
00011.png,691.9171427296466
00012.png,627.7413696473703
00013.png,556.4886294585061
00014.png,548.9191979747368
00015.png,557.194706117754
00016.png,541.1454011448693
00017.png,764.1981779694252
00018.png,592.9813935744565
00019.png,918.4708871015572
00020.png,666.7358528623657
00021.png,560.9012725689184
00022.png,718.727646125824
00023.png,598.7565169848319
00024.png,669.0363339043707
00025.png,766.1637452065017
00026.png,618.936602133804
00027.png,539.6959191973169
00028.png,804.7869348886234
00029.png,631.71896927176
00030.png,642.2720207086237
00031.png,718.0469033144079
00032.png,534.3734062782221
00033.png,505.775571029693
00034.png,809.32321527674
00035.png,555.7786202585224
00036.png,490.0896430174795
00037.png,717.3681356980069
00038.png,588.3003259144107
00039.png,497.5604680595839
00040.png,572.2434211196726
00041.png,847.9144302122317
00042.png,536.6523448249742
00043.png,699.380732570036
00044.png,624.3513869837459
00045.png,652.4920237842557
00046.png,515.7339289186036
00047.png,759.3887874740294
00048.png,589.7886367774985
00049.png,939.6440925731628
00050.png,812.7360189297644
00051.png,582.3436018619525
00052.png,544.4744085106853
00053.png,575.9210958095539
00054.png,650.052632928783
00055.png,587.2374563802214
00056.png,740.0840037909262
00057.png,667.4932495077292
00058.png,571.3724560428489
00059.png,660.2856757927766
00060.png,539.989233922912
00061.png,657.2700054049137
00062.png,557.8970346208869
00063.png,892.6152727522908
00064.png,852.4105053163073
00065.png,1077.7671980210691
00066.png,588.0877643444578
00067.png,1014.0105363365874
00068.png,643.9473984566346
00069.png,635.563772089768
00070.png,580.6369871037737
00071.png,949.7147130597074
00072.png,590.4266981664379
00073.png,492.7105148197818
00074.png,578.9265619358686
00075.png,560.2132713616999
00076.png,552.6512142651775
00077.png,651.8756134298164
00078.png,540.280784836354
00079.png,890.3555567661899
00080.png,631.4668306959052
00081.png,567.4199834817197
00082.png,548.1535299906517
00083.png,726.4009544412397
00084.png,863.6033603167855
00085.png,682.1632259628971
00086.png,561.3583261616809
00087.png,606.1273187830233
00088.png,615.9481599249128
00089.png,548.4095440148637
00090.png,752.9153633301216
00091.png,618.0120309022229
00092.png,608.5468178152012
00093.png,570.9360579051327
00094.png,489.6444408789969
00095.png,992.4534082497836
00096.png,626.0365931223771
00097.png,818.4333526500466
00098.png,609.431884741136
00099.png,601.7747258142225
00100.png,584.6857412622599
00101.png,659.6047563651586
00102.png,606.3464473609597
00103.png,557.42921998848
00104.png,730.0387317360576
00105.png,576.5666432709422
00106.png,563.174362966505
00107.png,489.79075247479614
00108.png,750.2358116794076
00109.png,531.9268422383806
00110.png,601.342275837607
00111.png,609.8755297291422
00112.png,657.9296632721587
00113.png,572.6780103834037
00114.png,597.8976617417704
00115.png,649.1552153734683
00116.png,647.0954035465762
00117.png,723.5648245306334
00118.png,521.0106300478446
00119.png,541.7139492569588
00120.png,507.7472838911236
00121.png,547.3804985120676
00122.png,497.2114839921448
00123.png,817.2934906729373
00124.png,668.2599580587903
00125.png,945.527888252596
00126.png,760.3384836355826
00127.png,569.1838683244677
00128.png,724.975337468231
00129.png,827.5453864267506
00130.png,561.8141285092684
00131.png,495.0700419101768
00132.png,488.0128234470332
00133.png,658.2616832602798
00134.png,608.1053789973188
00135.png,845.662241469545
00136.png,600.6944497367658
00137.png,528.8416726526484
00138.png,849.0394702534164
00139.png,514.279209969628
00140.png,582.9828054199488
00141.png,598.3269031217756
00142.png,522.167652166843
00143.png,813.8748498334911
00144.png,489.93911686291005
00145.png,767.1552573085639
00146.png,613.0037592707183
00147.png,678.8052185537838
00148.png,905.4572468492992
00149.png,605.4708455431571
00150.png,494.801744983948
00151.png,704.6458482540575
00152.png,734.5615104825474
00153.png,675.2103345833948
00154.png,665.2475545284838
00155.png,488.9397980816817
00156.png,503.965282638812
00157.png,737.6830050703607
00158.png,612.1057333329949
00159.png,956.4626524458878
00160.png,626.5216250629786
00161.png,492.5080701214824
00162.png,616.4049103580685
00163.png,610.5424574644242
00164.png,670.6196871824126
00165.png,612.3299073799038
00166.png,581.2773664404947
00167.png,1071.1807686542795
00168.png,562.4955615006609
00169.png,565.1962806883955
00170.png,988.6886161820796
00171.png,650.6560249870527
00172.png,621.9753309948101
00173.png,613.6796366478574
00174.png,525.2918361308894
00175.png,800.2753873061151
00176.png,711.9877952009816
00177.png,915.7027064272872
00178.png,632.4784101974395
00179.png,904.2462284168888
00180.png,808.1873565261966
00181.png,489.5000486328895
00182.png,603.7267141369094
00183.png,611.8817782206918
00184.png,488.80357521399446
00185.png,536.3353024396456
00186.png,700.0304722985951
00187.png,609.2103366976869
00188.png,1009.319651273591
00189.png,499.0837695710581
00190.png,570.7176306491621
00191.png,793.5760750961189
00192.png,550.9281517748541
00193.png,496.5482123899087
00194.png,870.2893029272304
00195.png,625.7946863041063
00196.png,579.7823266113285
00197.png,594.4742745430608
00198.png,574.8430703172512
00199.png,754.7334626340767
00200.png,594.9012989612263
00201.png,617.321601681844
00202.png,621.0345847840383
00203.png,658.5951893292516
00204.png,631.9716071531033
00205.png,628.9718058948406
00206.png,589.1507164357404
00207.png,551.4235715601951
00208.png,658.9301667969933
00209.png,488.1417924397495
00210.png,550.6794730747084
00211.png,557.6633258104075
00212.png,873.6261525163632
00213.png,840.019498512679
00214.png,588.7255097569664
00215.png,756.5767849946096
00216.png,878.0726895566472
00217.png,500.3747401668833
00218.png,822.9918892882445
00219.png,553.8644362817579
00220.png,608.767810279016
00221.png,672.6606187063527
00222.png,721.4745198987408
00223.png,627.4965955145065
00224.png,648.266733307504
00225.png,636.6102316502208
00226.png,650.9593211870185
00227.png,653.1130037099019
00228.png,605.9083548471606
00229.png,600.2630961733826
00230.png,836.6254890500352
00231.png,554.5859677653791
00232.png,619.4006569227034
00233.png,594.2608657175105
00234.png,843.4072455265257
00235.png,568.3034784501588
00236.png,1091.2263542404642
00237.png,862.4869969823731
00238.png,903.0466133617144
00239.png,580.8505118682799
00240.png,736.8942117098723
00241.png,871.4019234035292
00242.png,684.1833178611332
00243.png,685.2232576159859
00244.png,798.0319725951667
00245.png,559.9832516359525
00246.png,651.5690836661122
00247.png,819.5732214807006
00248.png,611.4345047828493
00249.png,671.0221922487196
00250.png,575.0588826653892
00251.png,598.5416936557012
00252.png,564.7487629732553
00253.png,532.9993578780976
00254.png,562.0415673093195
00255.png,495.346892918811
00256.png,562.722108442408
00257.png,925.891530426748
00258.png,488.4029608423466
00259.png,589.3633594574088
00260.png,1046.206245555607
00261.png,574.6271148147881
00262.png,546.5996017297985
00263.png,639.5389397101495
00264.png,570.2802679559186
00265.png,647.6792066245837
00266.png,625.5531653597341
00267.png,625.3120377675908
00268.png,652.1832503474157
00269.png,855.7754143811525
00270.png,924.3438568320536
00271.png,745.0479350594597
00272.png,789.1692271610352
00273.png,554.1054670099447
00274.png,725.6861843513814
00275.png,612.5542974954519
00276.png,790.2658243716214
00277.png,680.6977373110266
00278.png,500.8361932158353
00279.png,761.2943298080046
00280.png,530.8122644860791
00281.png,568.9640520605053
00282.png,785.9015999013141
00283.png,513.5411805743759
00284.png,610.3199477686502
00285.png,582.7697801951857
00286.png,816.1537089099779
00287.png,551.6703136260116
00288.png,562.2686999152165
00289.png,539.4008062379589
00290.png,872.5141822662786
00291.png,632.9872504142342
00292.png,639.0006352604711
00293.png,614.1313768433296
00294.png,547.8966933679172
00295.png,860.2524349397961
00296.png,888.1078666230397
00297.png,567.1985999798851
00298.png,633.7544733018652
00299.png,832.0905045558743
00300.png,632.224748248455
00301.png,615.2649873668652
00302.png,641.9954688647465
00303.png,542.2766079483777
00304.png,552.161959148214
00305.png,958.856557931724
00306.png,854.6544270905915
00307.png,805.9190631162853
00308.png,597.4687115811427
00309.png,720.7838355449944
00310.png,655.6452294233427
00311.png,1000.5144239456909
00312.png,633.498191714412
00313.png,583.6216512277559
00314.png,602.6410321660483
00315.png,774.2519518946191
00316.png,978.3699193857748
00317.png,629.7153962012839
00318.png,637.4013817928792
00319.png,619.6331462254531
00320.png,579.9960922156697
00321.png,696.8181736822276
00322.png,716.0158882759849
00323.png,653.4252507879344
00324.png,574.1948510862865
00325.png,662.7216247605149
00326.png,694.3262978779044
00327.png,981.6550655638988
00328.png,676.5305504485249
00329.png,615.4924655213292
00330.png,900.6775096321785
00331.png,642.5493382416778
00332.png,549.1728495431016
00333.png,547.1210959854096
00334.png,538.5039719493719
00335.png,536.0156107535967
00336.png,736.1111259262389
00337.png,510.5838393014132
00338.png,781.601373572882
00339.png,565.4196780728978
00340.png,943.5165648536456
00341.png,628.7248312771084
00342.png,592.5552679008349
00343.png,550.1800871224033
00344.png,742.5385328001171
00345.png,579.5684780423383
00346.png,635.0440196471126
00347.png,690.745688810622
00348.png,715.3420165032751
00349.png,566.9770101893605
00350.png,599.1864977289706
00351.png,538.2009608321032
00352.png,828.6825222507573
00353.png,637.9319151054538
00354.png,661.3193104946924
00355.png,532.288720275302
00356.png,494.0441856204368
00357.png,550.4301340324791
00358.png,627.9865858193045
00359.png,621.2692801055765
00360.png,616.8627104728477
00361.png,496.8742419028789
00362.png,614.3576256398493
00363.png,755.6519288232147
00364.png,919.8946539863198
00365.png,780.5372213291948
00366.png,607.8849222968448
00367.png,741.714299114288
00368.png,706.6440170417095
00369.png,603.9442349119234
00370.png,707.3111328341658
00371.png,574.4110626927616
00372.png,656.6159931140255
00373.png,672.2466459521996
00374.png,665.987382470737
00375.png,607.0048119503607
00376.png,577.4260453311401
00377.png,693.7159401225572
00378.png,882.5228471959416
00379.png,597.683146742344
00380.png,583.4087276420701
00381.png,628.2322302358721
00382.png,558.1303346169013
00383.png,554.8254716203955
00384.png,552.894962049002
00385.png,585.5365455893634
00386.png,703.9814469181399
00387.png,553.1381613436473
00388.png,495.63269289840673
00389.png,623.1589167872203
00390.png,705.3112161486309
00391.png,521.5971232603988
00392.png,669.8227702600502
00393.png,708.6462306627814
00394.png,655.3243038024289
00395.png,545.279104570983
00396.png,1004.8219332596196
00397.png,623.6348220942488
00398.png,927.4740447661928
00399.png,551.9164298922103
00400.png,633.2424557647536
00401.png,801.4004308550349
00402.png,498.6827924989848
00403.png,563.8506905220862
00404.png,597.0400971202052
00405.png,562.9483855363883
00406.png,553.6228811893752
00407.png,527.5767040194305
00408.png,546.0743519471866
00409.png,744.2052829976299
00410.png,488.2718141955432
00411.png,520.4078134065776
00412.png,628.4783124451358
00413.png,689.5967630027067
00414.png,829.8191550619007
00415.png,505.153672411521
00416.png,975.2274789521975
00417.png,523.2633675759815
00418.png,629.4670746016335
00419.png,608.9889832944742
00420.png,610.7651684124164
00421.png,501.8088569217748
00422.png,490.2424582849479
00423.png,769.1553595435138
00424.png,499.4990478258371
00425.png,869.1762835702925
00426.png,559.2911411016348
00427.png,775.2871176802603
00428.png,698.0915860427604
00429.png,720.0959598282882
00430.png,522.7228675961707
00431.png,711.3189156626945
00432.png,490.7159860719488
00433.png,678.3424781480776
00434.png,595.542251716385
00435.png,803.6563529894058
00436.png,646.226514237301
00437.png,587.4500231799636
00438.png,570.4990374582497
00439.png,654.0533190628255
00440.png,932.444644034696
00441.png,667.8754271707485
00442.png,665.616414975315
00443.png,751.1226500825306
00444.png,493.35009664874
00445.png,602.2076533710461
00446.png,1084.456214317065
00447.png,671.8356161344785
00448.png,731.5261421848159
00449.png,572.8951072282412
00450.png,763.2242536347551
00451.png,631.2151776247738
00452.png,601.9911138350242
00453.png,716.691211659301
00454.png,600.0475770543255
00455.png,859.1341663521409
00456.png,788.07622667949
00457.png,777.3725963184668
00458.png,599.8321677420771
00459.png,830.9551245664727
00460.png,724.2682716558782
00461.png,937.7786721508938
00462.png,853.5328367114618
00463.png,772.1972269688791
00464.png,815.0141359074603
00465.png,884.7524854016441
00466.png,525.7690130588902
00467.png,880.2967445775906
00468.png,593.6209032121344
00469.png,602.8578998701294
00470.png,556.724433839926
00471.png,674.7771968206046
00472.png,573.3288738684139
00473.png,533.6937583817805
00474.png,576.7816273385754
00475.png,545.5452033889296
00476.png,684.7007212122734
00477.png,601.1262236524261
00478.png,644.2293917674077
00479.png,909.170099452914
00480.png,538.8048990050138
00481.png,647.9725100331267
00482.png,596.1837654990455
00483.png,695.5625046126304
00484.png,879.1845708453429
00485.png,607.664640052078
00486.png,613.2288103168952
00487.png,656.2910631268387
00488.png,646.8048833094304
00489.png,875.8494828838517
00490.png,712.6571604231946
00491.png,502.8508999094192
00492.png,598.1122320928804
00493.png,917.0741477888472
00494.png,601.5584407284371
00495.png,891.4836926306929
00496.png,627.008274544705
00497.png,811.5976798074269
00498.png,650.3538057626661
00499.png,645.6516617906556
00500.png,899.5062276445626
00501.png,636.3477222762289
00502.png,778.4227265966622
00503.png,807.0525832595096
00504.png,541.430428119359
00505.png,752.015807246219
00506.png,660.9730961886046
00507.png,566.7552147240292
00508.png,834.3593380991592
00509.png,735.3335641943892
00510.png,492.3105387396662
00511.png,652.8019348287232
00512.png,653.7386825210406
00513.png,821.8525773791073
00514.png,907.9179827744554
00515.png,641.4445702284173
00516.png,589.5759781973372
00517.png,607.4445305160368
00518.png,626.7647383260519
00519.png,771.1778122884174
00520.png,491.215282247918
00521.png,640.0799249428114
00522.png,674.347444813241
00523.png,552.4068833389616
00524.png,691.3286131698551
00525.png,586.1744681644449
00526.png,1058.389571337519
00527.png,559.5221946952421
00528.png,663.7925076545051
