business_personal,business_personal_new,comm_i_term_m,comm_i_term_m_new,currency,currency_new,dist_channel,dist_channel_new,effective_date,effective_date_new,extract_date,extract_date_new,insurer,insurer_new,intermediary_id,intermediary_id_new,intermediary_nm,intermediary_nm_new,intermediary_reg,intermediary_reg_new,intrust,intrust_new,policy_id,policy_id_new,policy_key,policy_key_new
business_personal_1,business_personal_1,comm_i_term_m_2,comm_i_term_m_2,currency_1,currency_1,dist_channel_1,dist_channel_1,2022-11-11,2022-11-11,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_27,intermediary_id_27,intermediary_nm_23,intermediary_nm_23,intermediary_reg_3,intermediary_reg_3,intrust_1,intrust_1,0d96c4fa-3e58-4bc4-b086-2d96d925ca00,0d96c4fa-3e58-4bc4-b086-2d96d925ca00,0622ec30-89f3-4d5b-b268-516b8489c432,0622ec30-89f3-4d5b-b268-516b8489c432
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2022-12-16,2022-12-16,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_14,intermediary_id_14,intermediary_nm_14,intermediary_nm_14,intermediary_reg_14,intermediary_reg_14,intrust_1,intrust_1,69c19026-c573-43f6-abf3-f76b5c291a42,69c19026-c573-43f6-abf3-f76b5c291a42,c01670d7-0dab-44e8-8388-5fb97e6850ec,c01670d7-0dab-44e8-8388-5fb97e6850ec
business_personal_1,business_personal_1,comm_i_term_m_2,comm_i_term_m_2,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-01-05,2023-01-05,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_1,intermediary_id_1,intermediary_nm_1,intermediary_nm_1,intermediary_reg_1,intermediary_reg_1,intrust_1,intrust_1,b3337023-18c7-4820-a916-f53e89ecb07b,b3337023-18c7-4820-a916-f53e89ecb07b,3ca93f16-609b-493c-ac6d-638d544ff789,3ca93f16-609b-493c-ac6d-638d544ff789
business_personal_1,business_personal_1,comm_i_term_m_3,comm_i_term_m_3,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-03-03,2023-03-03,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_100,intermediary_id_100,intermediary_nm_105,intermediary_nm_105,intermediary_reg_118,intermediary_reg_118,intrust_1,intrust_1,da762e6f-71a0-4e0d-aae0-c7a182985e0a,da762e6f-71a0-4e0d-aae0-c7a182985e0a,7bdc856b-2792-4ede-b83a-a24d3f9d4de3,7bdc856b-2792-4ede-b83a-a24d3f9d4de3
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2022-11-23,2022-11-23,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_26,intermediary_id_26,intermediary_nm_29,intermediary_nm_29,intermediary_reg_25,intermediary_reg_25,intrust_1,intrust_1,5cfd626c-cf7d-4b11-a947-4f63ca7379c2,5cfd626c-cf7d-4b11-a947-4f63ca7379c2,f057831e-c9d5-4e28-8ae6-024519d81c0d,f057831e-c9d5-4e28-8ae6-024519d81c0d
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-03-13,2023-03-13,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_17,intermediary_id_17,intermediary_nm_18,intermediary_nm_18,intermediary_reg_19,intermediary_reg_19,intrust_1,intrust_1,7aef48c4-1956-46ab-b3c3-1cf366bdeb6e,7aef48c4-1956-46ab-b3c3-1cf366bdeb6e,bef8a780-ca8b-421c-bc8a-502b20fc8e77,bef8a780-ca8b-421c-bc8a-502b20fc8e77
business_personal_1,business_personal_1,comm_i_term_m_2,comm_i_term_m_2,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-02-02,2023-02-02,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_20,intermediary_id_20,intermediary_nm_21,intermediary_nm_21,intermediary_reg_20,intermediary_reg_20,intrust_1,intrust_1,b48da09c-f2ba-421a-93b1-732ea1cec4db,b48da09c-f2ba-421a-93b1-732ea1cec4db,b79dec97-faf4-44d1-bed4-47b8a1356101,b79dec97-faf4-44d1-bed4-47b8a1356101
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2022-11-10,2022-11-10,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_266,intermediary_id_266,intermediary_nm_473,intermediary_nm_473,intermediary_reg_285,intermediary_reg_285,intrust_1,intrust_1,88e6c725-bed4-4629-a4d1-1c9b329c7d9a,88e6c725-bed4-4629-a4d1-1c9b329c7d9a,53259e4e-5055-4400-8bcc-1c8f8f8bab18,53259e4e-5055-4400-8bcc-1c8f8f8bab18
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-03-10,2023-03-10,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_117,intermediary_id_117,intermediary_nm_117,intermediary_nm_117,intermediary_reg_122,intermediary_reg_122,intrust_1,intrust_1,bb023d0f-a37e-4425-9fd6-760ed9130ffd,bb023d0f-a37e-4425-9fd6-760ed9130ffd,7c60ae59-dd3c-4442-aeb5-22a1965e40af,7c60ae59-dd3c-4442-aeb5-22a1965e40af
business_personal_1,business_personal_1,comm_i_term_m_1,comm_i_term_m_1,currency_1,currency_1,dist_channel_1,dist_channel_1,2023-02-23,2023-02-23,2023-03-17,2023-03-17,insurer_1,insurer_1,intermediary_id_120,intermediary_id_120,intermediary_nm_92,intermediary_nm_92,intermediary_reg_107,intermediary_reg_107,intrust_1,intrust_1,ab133cb3-47e8-42d8-bf78-a34b33462a2e,ab133cb3-47e8-42d8-bf78-a34b33462a2e,7c643d73-2730-4e43-801d-3e254cd2a7d5,7c643d73-2730-4e43-801d-3e254cd2a7d5
